date,time,username,name,tweet,polarity,sentiment
10/16/2020,22:30:27,micchip67,chip shakka,Thank you for your continuing support WeMakeEvents RedAlertRESTART ExtendPUA LiveEventsCo LiveEventsAid RestartAct,0,neutral
10/16/2020,19:29:11,kampy,Kampy,SOS Fest is live Please enjoy share and donate if you can SaveOurStages SaveOurStagesAct RestartAct SOSFest Live stream Save Our Stages Fest Day 1 via,0.224242424,positive
10/16/2020,19:03:20,liveeventscomn,Live Events Coalition Minnesota,RestartAct HeroesAct LiveEventsCo LiveEventsCoMN SaveEvents WeNeedHelp LiveEventsIndustry,0,neutral
10/16/2020,11:40:32,meyersound,Meyer Sound,Happy birthday to our friend Celebrate his birthday TODAY during s all day livestream The livestream supports Live RESTARTAct amp SaveOurStagesAct Watch here,0.468181818,positive
10/16/2020,9:38:51,jamgilcw,James G,There is no support for your impotent RestartAct Besides MoscowMitch wants to delay any COVID relief until after Biden is sworn in and then refuse any COVID relief for austerity reasons BTW the HeroAct was passed by the House 8 months ago Senate GOP won t debate it,0.2,positive
10/16/2020,9:34:43,cbqchuck,THIS is Chuck Stanley,complete Minister Fiend photo gallery 10 10 20 amp 12 20 19 shows concertphotography musicphotography gigphotography rockphotography concertphotos do210 sacurrent SaveOurStages restartact,0.1,positive
10/16/2020,8:10:39,davidyuxx1,Davidyuxx,is committed to supporting the Westfield business community Yesterday I virtually connected with some of their members to discuss my RESTARTact and keeping our hardest hit Hoosier businesses solvent during this time of uncertainty,0.25,positive
10/16/2020,8:00:00,sentoddyoung,Senator Todd Young,is committed to supporting the Westfield business community Yesterday I virtually connected with some of their members to discuss my RESTARTact and keeping our hardest hit Hoosier businesses solvent during this time of uncertainty RESTARTamerica,0.25,positive
10/15/2020,14:13:23,uptownwc,Uptown,Visit to purchase your ticket for this live stream event on October 27th ArtsTransform MarkZandi WorldCafeLive SaveOurStages RestartAct RedAlert Economy LiveEntertainment FirstToCloseLastToOpen Pandemic Theater uptownwc,0.136363636,positive
10/15/2020,12:32:27,cbqchuck,THIS is Chuck Stanley,SaveOurStagesAct RestartAct David Draven Minister Fiend 10 10 20 Fitzgerald s San Antonio concertphotography musicphotography concertphotographer livemusicphotography musicphotographer gigphotography do210 saveourstages rockphoto,0,neutral
10/15/2020,7:12:57,saveourspectrum,SOS SaveOurSpectrum,Elena Puigrefagut from HQ 40 of the UHF band and 50 of C band already released for Mobile Services for IMT applications Huge loss for PMSE also Now 5G wemakeevents SaveOurStages SoundofSilence queremosumdiavoltar RestartAct,0.4,positive
10/14/2020,22:26:55,staylorofficial,Sydney Taylor,Here is an important reminder to send a letter to your legislators to pass the SaveOurStagesAct and RestartAct Independent venues are the foundation of this industry and we must ensure their survival Please take the time to take action,0.166666667,positive
10/14/2020,15:49:05,musicfan4891,David T,There s a lot at stake if the RESTARTact doesn t pass as well Senator Urging you to use your voice in support of the millions hurting right now,0.285714286,positive
10/14/2020,14:28:17,pyrotecnico,Pyrotecnico,RestartAct pppextension stimulus SaveLiveEventsNow,0,neutral
10/14/2020,11:43:10,therobeway,The Robe Way,The needle hasn t moved amp the live production industry needs ur help urging a bi partisan US Congress effort to pass RestartACT It takes less than a minute amp the goal is 3 million signatures in support of all small businesses Our strength is in numbers,-0.093434343,negative
10/14/2020,11:25:19,culturaliowa,Iowa Cultural Coalition,This is an ICC ACTION ALERT Your voice is needed to make Iowa s senators aware that we NEED the SaveOurStagesAct and the RestartAct passed in order to keep Iowa s arts and cultural venues and their 42 000 employees from closing permanently SaveOurStagesAct RestartAct,0.15,positive
10/14/2020,10:54:35,cbqchuck,THIS is Chuck Stanley,SaveOurStagesAct RestartAct Louis Sypher Minister Fiend 10 10 20 Fitzgerald s San Antonio concertphotography musicphotography concertphotographer livemusicphotography musicphotographer gigphotography do210 saveourstages rockphoto,0,neutral
10/14/2020,1:32:37,musicfan4891,David T,support the RESTARTact for the thousands and thousands of businesses nationwide that have suffered enough from this pandemic Millions of Americans can t do their jobs Don t let COVID19 decimate so much of this great country Include RESTART in COVID relief,0.333333333,positive
10/14/2020,1:30:35,musicfan4891,David T,urging you to support the RESTARTact RESTART must be included in any COVID relief package Thousands of businesses have suffered enough from this pandemic Millions of Americans can t do their jobs We are afraid for the future Don t let COVID19 win RESTART ASAP,0.05,positive
10/14/2020,1:27:54,musicfan4891,David T,urging you to include the RESTARTact in any COVID relief package Thousands and thousands of businesses nationwide have suffered enough from this pandemic Millions of Americans can t do their jobs We are afraid for the future Don t let COVID19 win RESTART,0.05,positive
10/14/2020,1:23:03,musicfan4891,David T,urging you to support the RESTARTact Thousands upon thousands of small businesses nationwide have suffered enough from this pandemic Millions of Americans can t do their jobs We are afraid for the future Don t let COVID19 decimate so much of our great country,0.025,positive
10/14/2020,1:22:02,musicfan4891,David T,urging you to support the RESTARTact Thousands and thousands of businesses coast to coast have suffered enough from this pandemic Millions of Americans can t do their jobs We are afraid for the future Don t let COVID19 decimate so much of this great country,0.08,positive
10/14/2020,1:21:02,musicfan4891,David T,urging you to support the RESTARTact Thousands and thousands of businesses across all 50 states have suffered enough from this pandemic Millions of Americans can t do their jobs We are afraid for the future Don t let COVID19 ruin so much of our great country,0.08,positive
10/14/2020,1:19:35,musicfan4891,David T,urging you to support the RESTARTact Thousands upon thousands of businesses across all 50 states have suffered enough from this pandemic Millions of Americans can t do their jobs We are afraid Don t let COVID19 decimate so much of our great country Senator please,0.1,positive
10/14/2020,1:18:07,musicfan4891,David T,urging you to support the RESTARTact Thousands and thousands of businesses across all 50 states have suffered enough from this pandemic Millions of Americans can t do their jobs We are afraid for the future Don t let COVID19 win Senator We need RESTART now,0.05,positive
10/14/2020,1:16:13,musicfan4891,David T,urging you to support the RESTARTact Thousands upon thousands of small businesses across all 50 states have suffered enough from this pandemic Millions of Americans can t do their jobs We are afraid of the future Don t let COVID19 win Senator We need RESTART,-0.01,negative
10/14/2020,1:13:42,musicfan4891,David T,urging you to support the RESTARTact Thousands and thousands of businesses across the country have suffered enough from this pandemic Millions of Americans can t do their jobs We are afraid for the future Don t let COVID19 decimate so much of our great nation,0.08,positive
10/14/2020,1:12:06,musicfan4891,David T,urging you to support the RESTARTact Thousands and thousands of businesses nationwide have suffered enough from this pandemic Millions of Americans can t do their jobs We are afraid for the future Don t let COVID19 decimate so much of our great country,0.08,positive
10/14/2020,1:10:40,musicfan4891,David T,urging you to support the RESTARTact Thousands upon thousands of businesses across the country have suffered enough from this pandemic Millions of Americans can t do their jobs We are afraid for the future Don t let COVID19 ruin so much of our great nation,0.08,positive
10/14/2020,1:09:07,musicfan4891,David T,urging you to support the RESTARTact Thousands and thousands of businesses have suffered enough from this pandemic Millions of Americans can t do their jobs We are afraid for the future Don t let COVID19 decimate so much of our great country RESTART now,0.08,positive
10/14/2020,1:07:35,musicfan4891,David T,urging you to support the RESTARTact Thousands upon thousands of businesses nationwide have suffered from this pandemic enough Millions of Americans can t do their jobs We are afraid Don t let COVID19 decimate so much of our great country We need RESTART,0.1,positive
10/14/2020,1:06:17,musicfan4891,David T,urging you to support the RESTARTact Thousands and thousands of small businesses nationwide have suffered enough from this pandemic Millions of Americans can t do their jobs We are afraid Don t let COVID19 decimate so much of our great country RESTART now,0.03,positive
10/14/2020,1:04:51,musicfan4891,David T,PLEASE keep fighting for the RESTARTact You know thousands of small businesses nationwide have suffered from this pandemic enough You know millions of Americans can t do their jobs You know we are afraid I trust you won t let COVID19 win Thank you Senator,-0.0125,negative
10/14/2020,0:41:33,musicfan4891,David T,please keep fighting for the RESTARTact Urge Senator McConnell to support RESTART You know thousands of businesses nationwide have suffered enough from this pandemic You know millions of Americans can t do their jobs You know we are afraid Please keep fighting,-0.3,negative
10/14/2020,0:38:31,musicfan4891,David T,please voice your support for the RESTARTact Thousands upon thousands of small businesses nationwide have suffered enough from this pandemic Millions of Americans can t do their jobs We are afraid Don t let COVID19 decimate so much of this great country,0.03,positive
10/14/2020,0:37:11,musicfan4891,David T,please voice your support for the RESTARTact Thousands and thousands of small businesses across the nation have suffered enough from this pandemic Millions of Americans can t do their jobs We are afraid Don t let COVID19 decimate so much of this great nation,0.03,positive
10/14/2020,0:35:03,musicfan4891,David T,please voice your support for the RESTARTact Thousands upon thousands of businesses nationwide incl but not just live event venues have suffered enough from this pandemic Millions of Americans can t do their jobs We are afraid Don t let COVID19 win RESTART now,0.084090909,positive
10/14/2020,0:33:13,musicfan4891,David T,urging you to voice your support for the RESTARTact Thousands and thousands of small businesses have suffered enough from this pandemic Millions of Americans can t do their jobs We are afraid Don t let COVID19 decimate so much of our great country RESTART,0.03,positive
10/14/2020,0:31:14,musicfan4891,David T,urging you to voice your support for the RESTARTact Thousands upon thousands of businesses nationwide incl but not just venues have suffered enough from this pandemic Millions can t do their jobs We are afraid for the future Don t let COVID19 win Senator,0.05,positive
10/14/2020,0:29:47,musicfan4891,David T,please voice your support for the RESTARTact Thousands and thousands of businesses in TX and nationwide incl but not just venues have suffered enough from this pandemic Millions can t do their jobs We are afraid Don t let COVID19 win Senator We need RESTART,0.066666667,positive
10/14/2020,0:27:35,musicfan4891,David T,urging you to voice your support for the RESTARTact RESTART must be passed ASAP Thousands of businesses nationwide have suffered enough from this pandemic Millions can t do their jobs We are afraid Don t let COVID19 decimate so much of our great nation,0.1,positive
10/14/2020,0:26:01,musicfan4891,David T,please voice your support for the RESTARTact RESTART must be passed ASAP Thousands of businesses nationwide have suffered enough from this pandemic Millions can t do their jobs We are afraid Don t let COVID19 decimate so much of this great country Senator,0.1,positive
10/14/2020,0:23:54,musicfan4891,David T,please voice your support for the RESTARTact RESTART must be passed ASAP Thousands of businesses have suffered enough from this pandemic Millions can t do their jobs We are afraid for the future Don t let COVID19 decimate so much of our great country Senator,0.08,positive
10/14/2020,0:20:40,musicfan4891,David T,urging you to voice your support for the RESTARTact RESTART must be passed ASAP Thousands of businesses have suffered enough from this pandemic Millions can t do their jobs We are afraid for the future Don t let COVID19 decimate so much of our great nation,0.08,positive
10/14/2020,0:17:49,musicfan4891,David T,please voice your support for the RESTARTact RESTART must be passed ASAP as a standalone measure if necessary Thousands of small businesses have suffered enough from this pandemic Millions can t do their jobs We are afraid Don t let COVID19 win Pass RESTART,-0.01,negative
10/14/2020,0:11:53,musicfan4891,David T,urging you again to support the RESTARTact 56 cosponsors in the Senate Thousands and thousands of small businesses have suffered enough from COVID19 Millions of people can t do their jobs We are afraid Don t let this pandemic ruin so much of our great country,0.03,positive
10/14/2020,0:02:40,musicfan4891,David T,urging you again to support the RESTARTact Thousands upon thousands of small businesses across the nation incl but not just venues have suffered enough from this pandemic Millions of Americans can t do their jobs We are afraid Don t let COVID19 win RESTART,-0.0125,negative
10/13/2020,23:59:31,musicfan4891,David T,urging you to support the RESTARTact ASAP Thousands upon thousands of small businesses have suffered enough from this pandemic Millions of Americans can t do their jobs We are afraid Don t let COVID19 decimate so much of this great country We need a RESTART,0.03,positive
10/13/2020,23:57:19,musicfan4891,David T,urging you again to support the RESTARTact Thousands and thousands of small businesses across the nation have suffered enough from this pandemic Millions of Americans can t do their jobs We are afraid Don t let COVID19 decimate so much of this great country,0.03,positive
10/13/2020,23:56:07,musicfan4891,David T,urging you again to support the RESTARTact Thousands upon thousands of businesses nationwide have suffered enough from this pandemic Millions of Americans can t do their jobs We are afraid Don t let COVID19 decimate so much of this great country RESTART now,0.1,positive
10/13/2020,23:53:41,musicfan4891,David T,urging you to voice your support for the RESTARTact ASAP Thousands upon thousands of small businesses have suffered enough from this pandemic Millions of Americans can t do their jobs We are afraid Don t let COVID19 decimate so much of this great country,0.03,positive
10/13/2020,23:52:02,musicfan4891,David T,please urge Congress to pass the RESTARTact ASAP 56 cosponsors in the Senate Thousands and thousands of small businesses across the nation have suffered enough from this pandemic Millions of Americans can t do their jobs We are afraid Don t let COVID19 win,-0.0125,negative
10/13/2020,23:47:26,musicfan4891,David T,please urge Congress to pass the RESTARTact ASAP 56 cosponsors in the Senate Thousands upon thousands of businesses nationwide have suffered enough from this pandemic Millions of Americans can t do their jobs We are afraid Don t let COVID19 win RESTART now,0.066666667,positive
10/13/2020,17:49:33,musicfan4891,David T,When will you talk about the importance of the RESTARTact Senator,0,neutral
10/13/2020,17:15:33,musicfan4891,David T,urging you to support the RESTARTact ASAP Thousands upon thousands of businesses across the nation have suffered enough from this pandemic Millions of Americans can t do their jobs We are afraid Don t let COVID19 decimate so much of our great country RESTART,0.1,positive
10/13/2020,17:12:45,musicfan4891,David T,urging you to support the RESTARTact You know thousands upon thousands of businesses nationwide are suffering due to COVID19 Millions of Americans can t do their jobs We are afraid Don t let this pandemic decimate so much of this great country RESTART please,0.06875,positive
10/13/2020,17:06:46,musicfan4891,David T,urging you to support the RESTARTact Thousands and thousands of businesses across the country have suffered from this pandemic enough Millions of Americans can t do their jobs We are afraid Don t let COVID19 decimate so much of this great nation RESTART now,0.1,positive
10/13/2020,17:04:08,musicfan4891,David T,urging you to support the RESTARTact Thousands upon thousands of businesses in CA and nationwide have suffered enough from this pandemic Millions of Americans can t do their jobs We are afraid for the future Don t let COVID19 decimate so much of our great country,0.08,positive
10/13/2020,16:52:16,musicfan4891,David T,Speak in support of the RESTARTact Senator,0,neutral
10/13/2020,16:51:05,musicfan4891,David T,please voice your support for the bipartisan RESTARTact particularly to Thousands upon thousands of businesses across the country have suffered enough from this pandemic We are afraid Don t let COVID19 decimate so much of our great nation RESTART,0.113333333,positive
10/13/2020,16:47:26,musicfan4891,David T,please urge and Chairwoman to support and pass the RESTARTact ASAP Thousands and thousands of small businesses nationwide have suffered enough from this pandemic We are afraid Don t let COVID19 decimate so much of this great country,0.03,positive
10/13/2020,16:45:55,musicfan4891,David T,please urge and Chairwoman to support and pass the RESTARTact ASAP Thousands upon thousands of small businesses nationwide have suffered enough from this pandemic We are afraid Don t let COVID19 decimate so much of this great nation,0.03,positive
10/13/2020,16:44:22,musicfan4891,David T,please urge and Chairwoman to support and pass the RESTARTact ASAP Thousands upon thousands of small businesses across the nation have suffered enough from this pandemic We are afraid Don t let COVID19 win Pass the RESTART Act now,-0.0125,negative
10/13/2020,16:38:35,musicfan4891,David T,PLEASE urge and Chairwoman to support the RESTARTact ASAP Thousands and thousands of small businesses nationwide have suffered enough from this pandemic We are afraid Don t let COVID19 decimate so much of this great country,0.03,positive
10/13/2020,16:27:40,musicfan4891,David T,please voice your support for the RESTARTact to and Chairwoman Thousands upon thousands of small businesses nationwide have suffered enough from this pandemic We are afraid Don t let COVID19 decimate so much of this great nation,0.03,positive
10/13/2020,15:26:25,wemakeevents_na,We Make Events North America,Post your video to Facebook and Instagram using the hashtags WeMakeEvents MyEventStory RestartAct RedAlertRESTART ExtendPUA Congress Bipartisan LiveEvents nancypelosi Concerts Broadway tagging and,0,neutral
10/13/2020,15:17:02,genyonkers,Generation Yonkers,Thank you for visiting Yonkers last week to unveil your latest legislation the RestartAct which would assist local small businesses that have been negatively impacted by the economic effects of the COVID 19 pandemic YonkersBack2Biz,0.025,positive
10/13/2020,15:00:06,musicfan4891,David T,please voice your support for the bipartisan RESTARTact to and Chairwoman Thousands and thousands of businesses nationwide have suffered enough from this pandemic We are afraid Don t let COVID19 destroy so much of this great nation,0.04,positive
10/13/2020,14:53:47,musicfan4891,David T,PLEASE urge and Chairwoman to support and pass the RESTARTact ASAP Independently if necessary Thousands and thousands of small businesses nationwide have suffered from this pandemic enough We are afraid Don t let COVID19 win,-0.01,negative
10/13/2020,14:44:14,musicfan4891,David T,please urge and to support and pass the bipartisan RESTARTact ASAP Thousands and thousands of businesses across the nation have suffered enough from this pandemic We are afraid Don t let COVID19 ruin so much of this great nation,0.1,positive
10/13/2020,14:41:57,musicfan4891,David T,please urge and to support and pass the bipartisan RESTARTact ASAP Thousands and thousands of businesses nationwide have suffered enough from this pandemic We are afraid Don t let COVID19 decimate so much of this great country,0.1,positive
10/13/2020,14:38:56,musicfan4891,David T,PLEASE urge and to support and pass the RESTARTact ASAP independently if need be thousands upon thousands of businesses nationwide have suffered enough from this pandemic We are afraid Don t let COVID19 win We need to RESTART,0.05,positive
10/13/2020,14:37:42,musicfan4891,David T,please urge and to support and pass the RESTARTact ASAP independently if necessary Thousands and thousands of small businesses nationwide have suffered enough from this pandemic We are afraid Don t let COVID19 win RESTART now,-0.01,negative
10/13/2020,14:35:23,musicfan4891,David T,please urge and to support and pass the RESTARTact ASAP Independently if need be Thousands upon thousands of small businesses across the nation have suffered enough from this pandemic We are afraid Don t let COVID19 win,-0.01,negative
10/13/2020,14:33:16,musicfan4891,David T,please urge and to support and pass the RESTARTact ASAP Independently if necessary Thousands and thousands of businesses nationwide have suffered enough from this pandemic We are afraid Don t let COVID19 win,0.05,positive
10/13/2020,14:32:22,musicfan4891,David T,please urge and to support and pass the RESTARTact ASAP independently if need be Thousands upon thousands of businesses nationwide have suffered enough from this pandemic We are afraid Don t let COVID19 win,0.05,positive
10/13/2020,14:29:19,musicfan4891,David T,PLEASE urge and to support and pass the RESTARTact ASAP independently if necessary Thousands upon thousands of businesses have suffered enough from this pandemic We are afraid Don t let COVID19 win Don t play Washington s games,0.05,positive
10/13/2020,14:27:58,musicfan4891,David T,PLEASE urge and to support and pass the RESTARTact ASAP Independently if need be Thousands upon thousands of small businesses across the nation have suffered enough from this pandemic We are afraid Don t let COVID19 win,-0.01,negative
10/13/2020,14:25:41,musicfan4891,David T,please urge and to support and pass the RESTARTact ASAP Independently if necessary Thousands upon thousands of small businesses nationwide have suffered enough from this pandemic We are afraid Don t let COVID19 win,-0.01,negative
10/13/2020,14:24:03,musicfan4891,David T,please urge and to support and pass the RESTARTact ASAP independently if necessary Thousands upon thousands of small businesses have suffered enough from this pandemic We are afraid Don t let COVID19 win,-0.01,negative
10/13/2020,14:19:35,musicfan4891,David T,please keep fighting for the RESTARTact Urge and to support and pass RESTART Independently if need be Don t play Washington s games You know millions of Americans have been devastated by this pandemic We need to RESTART Thank you,0,neutral
10/13/2020,13:57:23,caragrimes5080,Cara Grimes,Another great initiative SaveOurStages Initiative by National Independent Venue Association NIVA in the US We NEED the SaveOurStagesAct and the RestartAct passed in order to keep independent venues nationwide from closing permanently Please help us SaveOurStages now,0.266666667,positive
10/13/2020,13:13:34,pyrotecnico,Pyrotecnico,Here is another way to reach out and support the future of live events SaveLiveEvents RestartAct PPPextention,0.068181818,positive
10/13/2020,11:58:56,musicfan4891,David T,support the RESTARTact thousands and thousands of small businesses nationwide cannot wait while Washington plays games this is affecting millions of Americans entire industries have been crippled through no fault of their own we are afraid don t let COVID win,0.11,positive
10/13/2020,11:55:23,cbqchuck,THIS is Chuck Stanley,SaveOurStagesAct RestartAct Kyle Owen Minister Fiend 10 10 20 Fitzgerald s San Antonio concertphotography musicphotography concertphotographer livemusicphotography musicphotographer gigphotography do210 saveourstages rockphoto,0,neutral
10/13/2020,9:31:07,musicfan4891,David T,And I will say this again the least you can do is tweet something about the RESTARTact which you cosponsor whether or not you plan to actually get it passed,-0.15,negative
10/12/2020,19:43:39,senatorbennet,Michael Bennet,Had a great visit to to hear suggestions for how the federal government can better support the ski industry My RESTARTAct would help the hardest hit small businesses and ski areas like Wolf Creek endure the economic challenges from the pandemic,0.3125,positive
10/12/2020,18:05:13,eventsoregon,Live Events Industry of Oregon,It is NOT JUST OREGON in case anyone doubted it and it s not just concerts WATCH THIS VIDEO RestartAct,0,neutral
10/12/2020,17:49:36,pyrotecnico,Pyrotecnico,RESTARTAct,0,neutral
10/12/2020,11:54:59,cbqchuck,THIS is Chuck Stanley,SaveOurStagesAct RestartAct Bill Ruks Minister Fiend 10 10 20 Fitzgerald s San Antonio concertphotography musicphotography concertphotographer livemusicphotography musicphotographer gigphotography do210 saveourstages rockphoto,0,neutral
10/12/2020,7:53:32,pyrotecnico,Pyrotecnico,Join us in signing the petition to save America s small businesses We need to keep pressure on the President and Congress by telling them that we need them to agree on a COVID relief package now Small Businesses need PPP amp RestartAct,-0.25,negative
10/11/2020,21:21:28,roccovitale3,Rocco Vitale,This is a fantastic use of time when the American people amp small business are struggling Focus your efforts there restartact,0.05,positive
10/11/2020,12:58:54,musicfan4891,David T,It s October 11th and Congress has still not passed the RESTARTact,0,neutral
10/10/2020,22:30:12,daveockun,Dave Ockun,12 million unemployed in Live Entertainment We need a relief bill Joe and your support Be a voice for those of us out of work in Live Entertainment amp Events ExtendPUA RestartACT,0.136363636,positive
10/10/2020,20:02:16,soleilorale,Coco Soleil,I MISS LIVE SHOWS maskup restartact WeMakeEvents,0.136363636,positive
10/9/2020,17:07:31,psychoatberea,Alex Ross BlackLivesMatter,Without the funds in the HeroesAct the CaresAct extension the RestartAct and the SaveOurStagesAct there will be massive damage to the entire nation s economy This isn t a oh those lazy arts people problem it s an everyone problem 5 5,-0.083333333,negative
10/9/2020,14:19:01,vanceginn,Vance Ginn,Clearly the prudent thing right now is to OpenAmericaNow Next is to better allocate unspent taxpayer through CaresAct to something like the RESTARTAct Must get back to robust economy in Feb when pro growth policies supported prosperity amp must bring deficit down,0.121693122,positive
10/9/2020,14:04:46,psslgear,PSSL com ProSound,Join us to save DJs concert venues sound and lighting professionals live music artists and the overall U S economy Sign the petition now WeMakeEvents RestartAct RedAlertRESTART,0.178787879,positive
10/9/2020,12:52:27,cbqchuck,THIS is Chuck Stanley,SaveOurStagesAct RestartAct Bill Ruks Minister Fiend 12 20 19 Fitzgerald s San Antonio concertphotography musicphotography concertphotographer livemusicphotography musicphotographer gigphotography do210 saveourstages rockphoto,0,neutral
10/9/2020,11:14:18,awakenedlight85,Adam Bell,As Broadway is expected to announce an extension of their shut down until May please take a minute and write to your representatives on our behalf or you own Wemakeevents RESTARTAct AmericanJobs ilovemyjob,0.114814815,positive
10/9/2020,10:22:08,uecmovies,UEC Theatres,SaveYourCinema campaign has triggered 100 000 people across the country to send more than 300 000 letters to Congress in support of aid to movie theaters PLEASE CONTACT YOUR CONGRESSIONAL REPRESENTATIVES NOW RestartAct,0.5,positive
10/9/2020,10:07:59,louisadamo,Louis Adamo,Join me in signing to save America s small businesses I added my name to help struggling small businesses in every city amp town by telling the President and Congress that we need them to agree on a COVID relief package now Sign the petition restartact,-0.25,negative
10/9/2020,9:54:28,vegas_av_ace,Mike Brown Cestero,Help save America s small businesses Add your name to help struggling small businesses and tell the President and Congress that we need them to agree on a COVID relief package NOW Sign the petition avtweeps proav LiveEvents restartact,-0.25,negative
10/9/2020,9:40:42,rsmullican,Randy Mullican,RESTARTact,0,neutral
10/9/2020,8:10:35,ohartspronet,OAPN,Read the Press Release from the House Majority Leader Hoyer TAKE ACTION WRITE EMAIL CALL Call Ohio Senator 614 469 6774 SaveOurStagesAct RestartAct HeroesAct OhioArtsStrong OhioArts,0.1,positive
10/8/2020,18:21:06,musicfan4891,David T,Just some of the thousands upon thousands of small businesses suffering at the hands of COVID Contact your Senators and House reps today and every day in support of the RESTARTact RedAlertRESTART DoNotAbandonUs,-0.25,negative
10/8/2020,15:10:08,davidyuxx1,Davidyuxx,Let s answer President Trump s call by bringing my RESTARTact to the floor to save tens of millions of jobs harden Main Street businesses preserve our innovative small companies amp protect taxpayers through smart preventative action,0.146190476,positive
10/8/2020,14:15:00,sentoddyoung,Senator Todd Young,Let s answer President Trump s call by bringing my RESTARTact to the floor to save tens of millions of jobs harden Main Street businesses preserve our innovative small companies amp protect taxpayers through smart preventative action,0.146190476,positive
10/8/2020,12:52:25,cbqchuck,THIS is Chuck Stanley,SaveOurStagesAct RestartAct 7 28 19 The Amp Room San Antonio concertphotography musicphotography concertphotographer livemusicphotography musicphotographer gigphotography do210 saveourstages,0,neutral
10/8/2020,10:00:00,storyproducer,Tyler Greene he him,Independent music theater amp event venues have been hit hard this year Check out the saveourstages initiative by to see how you can support help pass the SaveOurStagesAct amp the RestartAct,-0.145833333,negative
10/8/2020,8:31:13,atlaspyrovision,Atlas Fireworks,RestartAct SaveOurStages americanpyroassoc GoFourth4Fireworks,0,neutral
10/8/2020,4:33:26,pyrotecnico,Pyrotecnico,RESTARTAct,0,neutral
10/8/2020,4:32:36,pyrotecnico,Pyrotecnico,This is not over Please RT and keep reaching out to your reps Small business needs the stimulus and RESTARTAct,-0.25,negative
10/7/2020,18:02:24,finkerton,Ari Fink,The music and food service industries should be receiving assistance before the airline industry does This is ridiculous SaveOurStages restartAct,-0.333333333,negative
10/7/2020,16:26:52,imnotsayin,INSIJS,Please keep pushing for RestartAct or we won t have movie theaters or live entertainment venues SaveYourCinema Thank you,0.136363636,positive
10/7/2020,14:09:45,cbqchuck,THIS is Chuck Stanley,SaveOurStagesAct RestartAct Eagle Quattlebaum Killswitch Incorporated 10 11 19 Fitzgerald s San Antonio concertphotography musicphotography concertphotographer livemusicphotography musicphotographer gigphotography do210 saveourstages,0,neutral
10/7/2020,6:55:58,imnotsayin,INSIJS,The Movie Theater s and Live Entertainment need the RestartAct to survive Hollywood won t give theaters movies Revenue down over 90 for 7 months SaveYourCinema,-0.00959596,negative
10/7/2020,5:10:47,joanna20830967,Joanna,you need to get on the phone with trump and tell him your state can t wait until after the election This state is built around hospitality and we need help now not after the election Trump won t win Florida by turning his back on us RESTARTact,0.4,positive
10/7/2020,5:06:46,joanna20830967,Joanna,how can you let the people of the live event industry a group of over 12 million people down by turning your back until after the election We need help now over 70 of our businesses event businesses will be closed by January RESTARTact,-0.02979798,negative
10/7/2020,2:45:34,musicfan4891,David T,please urge your fans to support the RESTARTact ASAP As you know live events need help these days and we re all going to want to attend lots of in person events when this is all over Thank you for your support,0.136363636,positive
10/7/2020,2:44:34,musicfan4891,David T,please urge your fans to support the RESTARTact ASAP As you know live events including concerts and festivals and all the other supporting businesses need aid right now and I m not sure the message is getting across Thank you for your support,0.059415584,positive
10/7/2020,2:43:26,musicfan4891,David T,please urge your fans to support the RESTARTact ASAP We re all going to want lots of concerts and festivals when this is all over Thank you for your help so far,0.1,positive
10/7/2020,2:42:48,musicfan4891,David T,please urge your fans to support the RESTARTact ASAP Along with concert venues themselves there are many other supporting businesses that have been crippled by COVID19 Thank you for your support,0.208333333,positive
10/7/2020,2:41:33,musicfan4891,David T,please urge your fans to support the RESTARTact ASAP we re all going to need concerts and comedy clubs and live events when this is all over thanks for your help so far,0.145454545,positive
10/7/2020,2:40:30,musicfan4891,David T,please urge your US fans to support the RESTARTact ASAP We re all going to need a lot of concerts and live events when this is all over Thanks for your help so far,0.145454545,positive
10/7/2020,2:39:27,musicfan4891,David T,please urge your large US fanbase to support the RESTARTact ASAP Please help protect your industry Thanks for your help thus far,0.171428571,positive
10/7/2020,2:37:37,musicfan4891,David T,urge your fans to support the RESTARTact ASAP We are all going to need concerts and live events when this is all over thank you for your support,0.136363636,positive
10/7/2020,2:36:41,musicfan4891,David T,can you urge your fans to support the RESTARTact ASAP i think people are gonna want comedy clubs and concerts and festivals when this is all over thanks for your support so far,0.15,positive
10/7/2020,2:34:48,musicfan4891,David T,urge your fans to support the RESTARTact so we can continue enjoying concerts after COVID Thank you for your support so far,0.3,positive
10/7/2020,2:33:49,musicfan4891,David T,urge your fans to support the RESTARTact ASAP if they like concerts and live music thanks man,0.168181818,positive
10/7/2020,2:33:24,musicfan4891,David T,urge your fans to support the RESTARTact ASAP for the live events industry thank you,0.136363636,positive
10/7/2020,2:32:57,musicfan4891,David T,urge your US fans to support the RESTARTact if they value concerts and live music thanks for your help so far,0.145454545,positive
10/7/2020,2:32:15,musicfan4891,David T,urge your fans to support the RESTARTact if they want to keep attending concerts in the future thanks for your help,0.1,positive
10/7/2020,2:31:32,musicfan4891,David T,urge your US fans to support the RESTARTact if they still want to attend concerts after COVID,0,neutral
10/7/2020,2:30:34,musicfan4891,David T,urge your fans to support the RESTARTact if they ever want to see a concert again,0,neutral
